CODLOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPOMAD,TCHREAL,ccMAD,DIASMAD,EDAD,DIASSUP,MESCORTE,CORE
16643,Sucuya,16643,MECANIZADA,CP731547,Si,GLIFOSATO ALEMAN,94.76676385,13.08475619,54,11.70282709,20,Dic,123.9
60007,Vasconia,ANIMAS02,MECANIZADA,CP722086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,126.64
60007,Vasconia,ANIMAS02,MECANIZADA,CP722086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,125.75
35003,Los Jicaros  La Teca,GEMELOS,MECANIZADA,CP722086,Si,TRINEXAPAC ,128.3826535,11.6059293,61,12.26166995,21,Dic,120.92
16642,Sucuya,16642,MECANIZADA,CG0410295,Si,GLIFOSATO ALEMAN,92.64268585,13.38475875,54,11.70282709,20,Dic,115.5
35003,Los Jicaros  La Teca,GEMELOS,MECANIZADA,CP722086,Si,TRINEXAPAC ,128.3826535,11.6059293,61,12.26166995,21,Dic,127.27
16643,Sucuya,16643,MECANIZADA,CP731547,Si,GLIFOSATO ALEMAN,94.76676385,13.08475619,54,11.70282709,20,Dic,118.7
60007,Vasconia,ANIMAS02,MECANIZADA,CP722086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,120.21
35003,Los Jicaros  La Teca,GEMELOS,MECANIZADA,CP722086,Si,TRINEXAPAC ,128.3826535,11.6059293,61,12.26166995,21,Dic,119.54
60007,Vasconia,ANIMAS02,MECANIZADA,CP722086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,135.11
35003,Los Jicaros  La Teca,GEMELOS,MECANIZADA,CP722086,Si,TRINEXAPAC ,128.3826535,11.6059293,61,12.26166995,21,Dic,123.38
61032,Waterloo,PLAT07,MANUAL,CP722086,Si,GLIFOSATO ALEMAN,126.8217391,11.43337104,67,11.90006575,20,Dic,133.9
16643,Sucuya,16643,MECANIZADA,CP731547,Si,GLIFOSATO ALEMAN,94.76676385,13.08475619,54,11.70282709,20,Dic,119.18
60007,Vasconia,ANIMAS02,MECANIZADA,CP722086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,123.64
35003,Los Jicaros  La Teca,GEMELOS,MECANIZADA,CP722086,Si,TRINEXAPAC ,128.3826535,11.6059293,61,12.26166995,21,Dic,117.34
